name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,snapshot_date
Mushkin Essentials 2 GB,17.94,"2,800","1,2",8.97,Green,12.5,5.0,2023-12-17
Mushkin Essentials 8 GB,140.94,"2,667","2,4",17.617,Green,14.993,5.0,2023-12-17
Mushkin Essentials 4 GB,13.74,"3,1066","1,4",3.435,Green,13.133,7.0,2023-12-17
Mushkin Essentials 2 GB,17.94,"2,667","1,2",8.97,Green,14.993,5.0,2023-12-17
Mushkin Silverline 32 GB,81.51,"4,3200","1,32",2.547,Silver,13.75,22.0,2023-12-17
Mushkin Proline 32 GB,78.89,"4,2933","1,32",2.465,,14.32,21.0,2023-12-17
Kingston Server Premier 8 GB,34.07,"4,3200","1,8",4.259,,13.75,22.0,2023-12-17
Kingston Server Premier 8 GB,34.15,"4,2666","1,8",4.269,,14.254,19.0,2023-12-17
Kingston Server Premier 32 GB,80.83,"4,2666","1,32",2.526,,14.254,19.0,2023-12-17
G.Skill Trident Z Royal 32 GB,245.29,"4,4000","2,16",7.665,Gold,8.5,17.0,2023-12-17
Kingston KCP426SS6/4 4 GB,22.95,"4,2666","1,4",5.737,Green / Black,12.753,17.0,2023-12-17
Kingston KSM26RS8/8MEI 8 GB,34.99,"4,2666","1,8",4.374,Green / Black,14.254,19.0,2023-12-17
Mushkin Essentials 32 GB,62.57,"4,2666","1,32",1.955,Green / Black,14.254,19.0,2023-12-17
Crucial CT16G4RFD424A 16 GB,42.99,"4,2400","1,16",2.687,Green / Black,14.167,17.0,2023-12-17
Kingston Server Premier 16 GB,46.92,"4,3200","1,16",2.933,,13.75,22.0,2023-12-17
G.Skill Sniper X 32 GB,198.0,"4,3600","4,8",6.188,Silver / Camo,10.556,19.0,2023-12-17
Mushkin Proline 16 GB,42.76,"4,2133","1,16",2.672,Green / Black,14.065,15.0,2023-12-17
Kingston KTH-PL426D8/16G 16 GB,51.52,"4,2666","1,16",3.22,Green / Black,14.254,19.0,2023-12-17
Kingston ValueRAM 16 GB,134.99,"4,2133","2,8",8.437,Black / Green,14.065,15.0,2023-12-17
Kingston Impact 32 GB,399.99,"4,2400","4,8",12.5,Black,12.5,15.0,2023-12-17
Kingston ValueRAM 8 GB,59.99,"4,2133","1,8",7.499,Green / Black,14.065,15.0,2023-12-17
Mushkin Essentials 16 GB,174.46,"3,1600","1,16",10.904,Black / Blue,13.75,11.0,2023-12-17
Kingston Impact 16 GB,249.99,"4,2133","2,8",15.624,Black / Silver,12.189,13.0,2023-12-17
Corsair ValueSelect 8 GB,56.51,"4,2133","2,4",7.064,Black / Yellow,14.065,15.0,2023-12-17
Kingston KTD-PE426S8/8G 8 GB,33.63,"4,2666","1,8",4.204,Green / Black,14.254,19.0,2023-12-17
Mushkin Redline 32 GB,159.5,"4,2800","2,16",4.984,Black,12.143,17.0,2023-12-17
Mushkin Redline 32 GB,64.37,"4,2666","2,16",2.012,,14.254,19.0,2023-12-17
Kingston ValueRAM 16 GB,74.98,"4,2133","1,16",4.686,,14.065,15.0,2023-12-17
Kingston KVR533D2SO/1GR 1 GB,15.0,"2,533","1,1",15.0,Green,15.009,4.0,2023-12-17
Kingston KVR800D2S6K2/2G 2 GB,26.0,"2,800","2,1",13.0,Green,15.0,6.0,2023-12-17
Kingston ValueRAM 1 GB,24.95,"2,533","1,1",24.95,Green,15.009,4.0,2023-12-17
Kingston ValueRAM 2 GB,29.97,"2,667","2,1",14.985,Green,14.993,5.0,2023-12-17
Kingston KVR1066D3S7/4G 4 GB,45.0,"3,1066","1,4",11.25,Green,13.133,7.0,2023-12-17
Kingston KVR667D2SO/2GR 2 GB,22.4,"2,667","1,2",11.2,Green,14.993,5.0,2023-12-17
Kingston KVR1333D3S9/4G 4 GB,26.98,"3,1333","1,4",6.745,Green,13.503,9.0,2023-12-17
Crucial CT2KIT25664AC667 4 GB,34.99,"2,667","2,2",8.748,Green,14.993,5.0,2023-12-17
Crucial CT51264AC667 4 GB,79.48,"2,667","1,4",19.87,Green,14.993,5.0,2023-12-17
Corsair VS1GSDS533D2 1 GB,19.98,"2,533","1,1",19.98,Green,15.009,4.0,2023-12-17
Corsair CMSO4GX3M1A1333C9 4 GB,24.99,"3,1333","1,4",6.247,Green,13.503,9.0,2023-12-17
ADATA AD2S800B2G5-R 2 GB,16.45,"2,800","1,2",8.225,Green,12.5,5.0,2023-12-17
Kingston ValueRAM 3 GB,25.48,"3,1333","3,1",8.493,Green,13.503,9.0,2023-12-17
Kingston ValueRAM 2 GB,45.0,"2,800","2,1",22.5,Green,15.0,6.0,2023-12-17
Crucial CT2KIT25664BA1339 4 GB,27.99,"3,1333","2,2",6.997,Green,13.503,9.0,2023-12-17
Crucial CT12864AC800 1 GB,19.98,"2,800","1,1",19.98,Green,15.0,6.0,2023-12-17
Kingston FURY Impact 32 GB,78.56,"4,2666","1,32",2.455,Black,12.003,16.0,2023-12-17
TEAMGROUP T-Create Classic 16 GB,32.99,"4,3200","1,16",2.062,Silver / Black,13.75,22.0,2023-12-17
GeIL EVO V RGB 32 GB,124.99,"5,6400","2,16",3.906,Black,11.875,38.0,2023-12-17
G.Skill Ripjaws V 16 GB,432.0,"4,3000","4,4",27.0,Black / Red,10.0,15.0,2023-12-17
Kingston ValueRAM 48 GB,94.99,"3,1600","3,16",1.979,Black / Green,13.75,11.0,2023-12-17
Kingston HX318LS11IBK2/16 16 GB,109.6,"3,1866","2,8",6.85,Black / White,11.79,11.0,2023-12-17
Mushkin Proline 16 GB,30.13,"3,1333","1,16",1.883,Blue,13.503,9.0,2023-12-17
Samsung M471B5273DH0-CH9 4 GB,13.5,"3,1333","1,4",3.375,Black / Green,13.503,9.0,2023-12-17
Kingston KVR13LR9D4/16 16 GB,73.75,"3,1333","1,16",4.609,Green,13.503,9.0,2023-12-17
Kingston KVR18L13Q4/32 32 GB,69.98,"3,1866","1,32",2.187,Gray,13.934,13.0,2023-12-17
Patriot Signature 8 GB,26.98,"3,1600","1,8",3.373,Green,13.75,11.0,2023-12-17
Kingston Server Premier 8 GB,33.08,"4,2666","1,8",4.135,,14.254,19.0,2023-12-17
G.Skill Ripjaws 8 GB,26.99,"4,3200","1,8",3.374,Black / Blue,11.25,18.0,2023-12-17
Mushkin Essentials 8 GB,26.72,"4,2133","2,4",3.34,Green,14.065,15.0,2023-12-17
G.Skill Ripjaws 4 GB,16.79,"4,2400","1,4",4.197,Black,13.333,16.0,2023-12-17
G.Skill Ripjaws 16 GB,40.69,"4,2133","1,16",2.543,Black,14.065,15.0,2023-12-17
Kingston ValueRAM 16 GB,45.77,"4,2666","1,16",2.861,Green / Black,14.254,19.0,2023-12-17
Mushkin Essentials 32 GB,63.15,"4,2400","2,16",1.973,Green / Black,14.167,17.0,2023-12-17
G.Skill Ripjaws 32 GB,85.99,"4,3000","2,16",2.687,Black / Blue,10.667,16.0,2023-12-17
Kingston ValueRAM 16 GB,32.99,"3,1600","1,16",2.062,Green,13.75,11.0,2023-12-17
Kingston KCP424SD8/16 16 GB,32.99,"4,2400","1,16",2.062,Green / Black,14.167,17.0,2023-12-17
Kingston ValueRAM 8 GB,24.85,"4,3200","1,8",3.106,,13.75,22.0,2023-12-17
Silicon Power SP016GBSFU266X02 16 GB,132.0,"4,2666","1,16",8.25,,14.254,19.0,2023-12-17
Silicon Power SP004GBLFU240N02 4 GB,18.45,"4,2400","1,4",4.612,,14.167,17.0,2023-12-17
G.Skill F4-3600C16Q2-64GTZKK 64 GB,362.24,"4,3600","8,8",5.66,Black,8.889,16.0,2023-12-17
G.Skill F4-3200C16Q2-128GTZKW 128 GB,799.0,"4,3200","8,16",6.242,Black / White,10.0,16.0,2023-12-17
G.Skill Ripjaws 8 GB,28.46,"4,2400","2,4",3.558,Black,13.333,16.0,2023-12-17
Mushkin Proline 8 GB,25.87,"4,2133","1,8",3.234,,14.065,15.0,2023-12-17
G.Skill Ripjaws 16 GB,38.98,"4,2666","2,8",2.436,Black,13.503,18.0,2023-12-17
Kingston ValueRAM 16 GB,43.5,"4,2400","1,16",2.719,Green / Black,14.167,17.0,2023-12-17
Kingston KVR13R9D4K3/48 48 GB,98.99,"3,1333","3,16",2.062,Green,13.503,9.0,2023-12-17
Kingston KVR1333D3E9SK2/16G 16 GB,128.88,"3,1333","2,8",8.055,Green,13.503,9.0,2023-12-17
Kingston KVR16LR11D4/16HA 16 GB,39.81,"3,1600","1,16",2.488,Green,13.75,11.0,2023-12-17
Kingston ValueRAM 64 GB,139.01,"3,1600","4,16",2.172,Green,13.75,11.0,2023-12-17
Crucial CT16G3ERSLD41339 16 GB,36.99,"3,1333","1,16",2.312,Green,13.503,9.0,2023-12-17
Kingston KTH-PL421/16G 16 GB,32.0,"4,2133","1,16",2.0,Green,14.065,15.0,2023-12-17
Crucial CT16G4VFD4213 16 GB,54.95,"4,2133","1,16",3.434,Black / Green,14.065,15.0,2023-12-17
Crucial CT8G3S1339M 8 GB,31.38,"3,1333","1,8",3.922,Black / Green,13.503,9.0,2023-12-17
Corsair Mac Memory 8 GB,39.99,"3,1600","1,8",4.999,Black / Green,13.75,11.0,2023-12-17
Corsair Mac Memory 4 GB,22.23,"3,1066","1,4",5.558,Black / Green,13.133,7.0,2023-12-17
Mushkin Essentials 8 GB,140.94,"2,800","2,4",17.617,Green,15.0,6.0,2023-12-17
Patriot Signature 4 GB,11.99,"3,1333","1,4",2.998,Blue,13.503,9.0,2023-12-17
Patriot Signature 8 GB,50.96,"3,1600","2,4",6.37,Green,13.75,11.0,2023-12-17
Kingston KVR800D2S5/2G 2 GB,18.98,"2,800","1,2",9.49,Green,12.5,5.0,2023-12-17
Crucial CT25664AC800 2 GB,13.0,"2,800","1,2",6.5,Green,15.0,6.0,2023-12-17
Crucial CT51264BC1067 4 GB,19.95,"3,1066","1,4",4.987,Green,13.133,7.0,2023-12-17
ADATA Supreme 4 GB,59.98,"3,1333","1,4",14.995,Green,13.503,9.0,2023-12-17
TEAMGROUP T-Force Zeus 32 GB,65.98,"4,2666","1,32",2.062,Red / Black,14.254,19.0,2023-12-17
Mushkin Silverline 16 GB,49.33,"4,2400","2,8",3.083,Silver / Green,14.167,17.0,2023-12-17
Kingston KCP424SS6/4 4 GB,9.94,"4,2400","1,4",2.485,Green / Black,14.167,17.0,2023-12-17
Corsair Dominator Platinum RGB 32 GB,159.99,"4,3200","4,8",5.0,Black,10.0,16.0,2023-12-17
G.Skill Sniper X 16 GB,204.32,"4,3400","2,8",12.77,Camo / Black,9.412,16.0,2023-12-17
Kingston Savage 16 GB,389.0,"4,3000","2,8",24.312,Black,10.0,15.0,2023-12-17
G.Skill Trident Z Royal 32 GB,229.0,"4,3600","2,16",7.156,Silver,8.889,16.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 64 GB,124.99,"4,3200","2,32",1.953,Red,10.0,16.0,2023-12-17
TEAMGROUP Elite 32 GB,49.99,"4,3200","1,32",1.562,Black,13.75,22.0,2023-12-17
Thermaltake TOUGHRAM RGB 16 GB,129.99,"4,3200","2,8",8.124,White / Silver,10.0,16.0,2023-12-17
Kingston FURY Renegade 128 GB,429.61,"4,3600","4,32",3.356,Black,10.0,18.0,2023-12-17
Kingston FURY Renegade 64 GB,174.63,"4,3200","2,32",2.729,Black,10.0,16.0,2023-12-17
G.Skill Ripjaws V 8 GB,22.99,"4,2400","1,8",2.874,Red,14.167,17.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 8 GB,29.0,"4,3600","1,8",3.625,Gray,10.0,18.0,2023-12-17
G.Skill Flare X 32 GB,201.45,"4,3200","4,8",6.295,Black,8.75,14.0,2023-12-17
Patriot Viper Elite 5 RGB 32 GB,119.99,"5,6600","2,16",3.75,White,10.909,36.0,2023-12-17
G.Skill Trident Z5 RGB 32 GB,124.47,"5,5600","2,16",3.89,Black,12.857,36.0,2023-12-17
Corsair Vengeance LPX 32 GB,697.01,"4,3200","2,16",21.782,Black / Yellow,10.0,16.0,2023-12-17
G.Skill Ripjaws S5 64 GB,179.99,"5,5600","2,32",2.812,Black,12.857,36.0,2023-12-17
G.Skill Ripjaws V 16 GB,63.99,"4,3200","2,8",3.999,Black,9.375,15.0,2023-12-17
Mushkin Essentials 64 GB,129.9,"4,2666","2,32",2.03,Green / Black,14.254,19.0,2023-12-17
GeIL Orion AMD Edition 32 GB,64.99,"4,3200","2,16",2.031,Red,10.0,16.0,2023-12-17
Corsair XMS3 16 GB,79.99,"3,1600","2,8",4.999,Black / Silver,11.25,9.0,2023-12-17
Corsair Vengeance RGB Pro 32 GB,269.99,"4,4000","2,16",8.437,Black,9.0,18.0,2023-12-17
Corsair Vengeance RGB Pro 64 GB,409.89,"4,3000","2,32",6.405,Black,10.667,16.0,2023-12-17
G.Skill Trident Z RGB 32 GB,459.0,"4,4266","4,8",14.344,Black,7.97,17.0,2023-12-17
Mushkin Redline Lumina 16 GB,39.99,"4,3600","2,8",2.499,Black,10.0,18.0,2023-12-17
Corsair Vengeance RGB Pro 16 GB,57.51,"4,3200","2,8",3.594,Black,10.0,16.0,2023-12-17
Kingston Fury Renegade RGB 16 GB,63.89,"4,3200","2,8",3.993,Black,10.0,16.0,2023-12-17
Thermaltake TOUGHRAM XG RGB 16 GB,133.35,"4,4600","2,8",8.334,Black / Silver,8.261,19.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 32 GB,63.99,"4,3600","2,16",2.0,Red / Black,10.0,18.0,2023-12-17
Corsair Vengeance LPX 64 GB,154.99,"4,3000","4,16",2.422,Black,10.667,16.0,2023-12-17
Mushkin Redline Lumina 16 GB,42.99,"4,3200","2,8",2.687,Black,10.0,16.0,2023-12-17
Kingston Fury Renegade RGB 64 GB,239.9,"4,3600","4,16",3.748,Black / Silver,8.889,16.0,2023-12-17
G.Skill Trident Z Royal 32 GB,267.52,"4,4266","2,16",8.36,Gold,7.501,16.0,2023-12-17
Corsair Vengeance 64 GB,124.99,"4,3200","2,32",1.953,Black,13.75,22.0,2023-12-17
TEAMGROUP T-Force Zeus 32 GB,54.99,"4,3200","1,32",1.718,Red / Black,10.0,16.0,2023-12-17
Kingston FURY Beast 8 GB,63.1,"4,3200","2,4",7.888,Black / Silver,10.0,16.0,2023-12-17
Crucial CT2K16G4DFD832A 32 GB,79.98,"4,3200","2,16",2.499,Green / Black,13.75,22.0,2023-12-17
Kingston ValueRAM 8 GB,43.97,"4,2133","1,8",5.496,Black / Green,14.065,15.0,2023-12-17
Corsair Vengeance RGB RS 128 GB,572.37,"4,3200","4,32",4.472,Black / Gray,10.0,16.0,2023-12-17
TEAMGROUP T-Force Dark 16 GB,159.0,"4,2400","2,8",9.938,Red / Black,11.667,14.0,2023-12-17
Lexar Hades RGB 16 GB,59.99,"4,3600","2,8",3.749,Black,10.0,18.0,2023-12-17
G.Skill Trident Z Royal Elite 32 GB,274.56,"4,4000","2,16",8.58,Silver,8.0,16.0,2023-12-17
Corsair Vengeance LPX 16 GB,42.98,"4,3200","2,8",2.686,Black,11.25,18.0,2023-12-17
Corsair Vengeance LPX 128 GB,314.94,"4,3600","4,32",2.46,Black,10.0,18.0,2023-12-17
Corsair Vengeance RGB RT 16 GB,54.99,"4,3600","2,8",3.437,Black,10.0,18.0,2023-12-17
G.Skill Ripjaws 32 GB,82.99,"5,4800","2,16",2.593,Black / Silver,16.667,40.0,2023-12-17
Corsair Vengeance RGB RT 16 GB,64.93,"4,3200","2,8",4.058,Black,10.0,16.0,2023-12-17
Kingston ValueRAM 16 GB,129.99,"4,2133","2,8",8.124,Black / Green,14.065,15.0,2023-12-17
Crucial CT51264BD160B 4 GB,14.7,"3,1600","1,4",3.675,Green,13.75,11.0,2023-12-17
Crucial CT2KIT102464BF160B 16 GB,28.99,"3,1600","2,8",1.812,Green,13.75,11.0,2023-12-17
Corsair Vengeance RGB RT 256 GB,694.99,"4,3200","8,32",2.715,Black,10.0,16.0,2023-12-17
G.Skill Trident Z Neo 128 GB,928.24,"4,3600","8,16",7.252,Black / White,7.778,14.0,2023-12-17
V-Color TD48G26S819-VC 8 GB,27.99,"4,2666","1,8",3.499,Black,14.254,19.0,2023-12-17
G.Skill Sniper X 16 GB,42.99,"4,3200","2,8",2.687,Black / Camo,10.0,16.0,2023-12-17
Corsair Vengeance 4 GB,24.99,"3,1600","1,4",6.247,Black / Silver,11.25,9.0,2023-12-17
Micron MT16JTF1G64AZ-1G6E1 8 GB,21.0,"3,1600","1,8",2.625,Green,13.75,11.0,2023-12-17
Corsair Vengeance RGB RS 32 GB,179.99,"4,3600","4,8",5.625,Black,10.0,18.0,2023-12-17
Corsair Vengeance LPX 256 GB,604.99,"4,2666","8,32",2.363,Black / Yellow,12.003,16.0,2023-12-17
OLOy WarHawk RGB 32 GB,115.99,"4,3600","2,16",3.625,Black / Silver,10.0,18.0,2023-12-17
HP 647901-B21 16 GB,28.0,"3,1333","1,16",1.75,Black / Green,13.503,9.0,2023-12-17
Patriot Viper 4 Blackout 16 GB,156.18,"4,4400","2,8",9.761,Black,8.182,18.0,2023-12-17
Kingston FURY Renegade 128 GB,379.99,"4,3200","4,32",2.969,Black,10.0,16.0,2023-12-17
Mushkin Essentials 16 GB,27.01,"3,1600","2,8",1.688,Black / Green,13.75,11.0,2023-12-17
TEAMGROUP Elite 64 GB,149.99,"5,5200","2,32",2.344,Black,16.154,42.0,2023-12-17
Corsair Vengeance RGB RT 16 GB,99.99,"4,4000","2,8",6.249,Black,9.0,18.0,2023-12-17
Corsair Vengeance LPX 64 GB,124.99,"4,2400","2,32",1.953,Black / Yellow,13.333,16.0,2023-12-17
Mushkin Proline 16 GB,40.75,"4,3200","1,16",2.547,,13.75,22.0,2023-12-17
Patriot Viper Xtreme 5 RGB 48 GB,229.99,"5,7600","2,24",4.791,Black,9.474,36.0,2023-12-17
G.Skill Trident X 16 GB,278.31,"3,2400","2,8",17.394,Black / Red,8.333,10.0,2023-12-17
Mushkin Proline 32 GB,75.34,"4,3200","1,32",2.354,,13.75,22.0,2023-12-17
Timetec PINNACLE Konduit RGB 32 GB,72.86,"4,3200","2,16",2.277,White,10.0,16.0,2023-12-17
Neo Forza MARS 16 GB,42.99,"4,4000","2,8",2.687,Gray / Black,9.5,19.0,2023-12-17
Antec Katana RGB 16 GB,107.64,"4,3600","2,8",6.728,Black,10.0,18.0,2023-12-17
Corsair CMV8GX3M1A1600C11 8 GB,39.99,"3,1600","1,8",4.999,Green,13.75,11.0,2023-12-17
G.Skill Ripjaws S5 64 GB,177.99,"5,5200","2,32",2.781,White,13.846,36.0,2023-12-17
Corsair Vengeance LPX 16 GB,125.0,"4,3200","2,8",7.812,Black,10.0,16.0,2023-12-17
G.Skill Trident Z RGB 16 GB,179.99,"4,4600","2,8",11.249,Black,7.826,18.0,2023-12-17
G.Skill Ripjaws V 32 GB,61.09,"4,2666","2,16",1.909,Red,14.254,19.0,2023-12-17
G.Skill Ares 32 GB,165.0,"3,1600","4,8",5.156,Black / Orange,12.5,10.0,2023-12-17
G.Skill Aegis 16 GB,38.69,"4,2400","1,16",2.418,Black / Red,12.5,15.0,2023-12-17
G.Skill Trident Z 16 GB,161.58,"4,3600","2,8",10.099,Black / White,8.889,16.0,2023-12-17
TEAMGROUP T-Force Vulcan alpha 32 GB,83.99,"5,5600","2,16",2.625,Red,14.286,40.0,2023-12-17
Corsair Vengeance 16 GB,79.98,"3,1600","2,8",4.999,Black / Silver,11.25,9.0,2023-12-17
Mushkin Redline Lumina 16 GB,67.87,"4,3600","2,8",4.242,Black,7.778,14.0,2023-12-17
PROXMEM UNDERWORLD TUF 32 GB,114.99,"5,6000","2,16",3.593,Black / Gray,10.0,30.0,2023-12-17
G.Skill NT 4 GB,23.65,"4,2400","1,4",5.912,Black,12.5,15.0,2023-12-17
Kingston KVR16N11S8K2/8 8 GB,44.99,"3,1600","2,4",5.624,Green,13.75,11.0,2023-12-17
Neo Forza FAYE 8 GB,30.86,"4,3200","1,8",3.857,Silver / Black,10.0,16.0,2023-12-17
Corsair Vengeance RGB 32 GB,273.62,"4,3000","4,8",8.551,Black,10.0,15.0,2023-12-17
Kingston FURY Beast RGB 32 GB,122.67,"5,5600","1,32",3.833,Black,12.857,36.0,2023-12-17
TEAMGROUP T-Create Classic 64 GB,119.99,"4,3200","2,32",1.875,Silver,13.75,22.0,2023-12-17
Corsair Vengeance RGB RT 128 GB,324.99,"4,3600","4,32",2.539,Black,10.0,18.0,2023-12-17
Patriot Viper Elite 5 RGB 48 GB,164.99,"5,6000","2,24",3.437,White,14.0,42.0,2023-12-17
TEAMGROUP T-Force Delta RGB 64 GB,184.99,"5,5600","2,32",2.89,White / Silver,12.857,36.0,2023-12-17
Corsair Vengeance LPX 128 GB,780.79,"4,2666","8,16",6.1,Black / Yellow,11.253,15.0,2023-12-17
ADATA XPG LANCER RGB 16 GB,183.0,"5,7200","1,16",11.438,Black,9.444,34.0,2023-12-17
Corsair Vengeance RGB Pro 16 GB,158.46,"4,4000","2,8",9.904,Black,8.0,16.0,2023-12-17
Crucial CT32G4RFD424A 32 GB,53.25,"4,2400","1,32",1.664,,14.167,17.0,2023-12-17
G.Skill Trident Z5 RGB 32 GB,115.99,"5,6000","2,16",3.625,White / Black,10.667,32.0,2023-12-17
G.Skill Ripjaws V 16 GB,94.99,"4,4000","2,8",5.937,Black,8.0,16.0,2023-12-17
Corsair Dominator Platinum RGB 64 GB,264.99,"4,3600","4,16",4.14,Black,8.889,16.0,2023-12-17
Mushkin Redline Lumina 32 GB,158.99,"4,3200","2,16",4.968,Black,8.75,14.0,2023-12-17
Corsair Vengeance RGB RT 32 GB,124.99,"4,3200","4,8",3.906,White / Black,10.0,16.0,2023-12-17
Kingston FURY Renegade 64 GB,219.99,"4,3600","2,32",3.437,Black,10.0,18.0,2023-12-17
Crucial CT2KIT204864BF160B 32 GB,329.99,"3,1600","2,16",10.312,Black / Green,13.75,11.0,2023-12-17
Micron MT16KTF1G64AZ-1G6E1 8 GB,17.7,"3,1600","1,8",2.212,Green,13.75,11.0,2023-12-17
G.Skill Ripjaws V 16 GB,169.94,"4,2666","2,8",10.621,Blue,11.253,15.0,2023-12-17
G.Skill Ripjaws 8 GB,29.44,"3,1066","2,4",3.68,Black / Red,13.133,7.0,2023-12-17
Thermaltake TOUGHRAM XG RGB 64 GB,544.98,"4,3600","2,32",8.515,Black / Silver,10.0,18.0,2023-12-17
G.Skill Trident Z Royal 16 GB,199.0,"4,4400","2,8",12.438,Silver,8.182,18.0,2023-12-17
Kingston ValueRAM 32 GB,109.99,"5,5600","1,32",3.437,Green / Black,16.429,46.0,2023-12-17
Kingston FURY Beast 4 GB,34.64,"4,3200","1,4",8.66,Black,10.0,16.0,2023-12-17
Kingston ValueRAM 16 GB,42.05,"4,2666","1,16",2.628,Green,14.254,19.0,2023-12-17
Kingston ValueRAM 1 GB,13.13,"3,1333","1,1",13.13,Green,13.503,9.0,2023-12-17
G.Skill Aegis 8 GB,69.0,"4,2133","2,4",8.625,Black / Red,14.065,15.0,2023-12-17
Corsair ValueSelect 32 GB,69.99,"4,2666","1,32",2.187,Black,13.503,18.0,2023-12-17
Corsair Dominator Platinum RGB 32 GB,174.99,"4,3600","4,8",5.468,Black,10.0,18.0,2023-12-17
Crucial CT51264BA1339 4 GB,19.93,"3,1333","1,4",4.982,Black / Green,13.503,9.0,2023-12-17
Corsair Vengeance RGB Pro 128 GB,304.99,"4,3000","4,32",2.383,Black,10.667,16.0,2023-12-17
Corsair Vengeance RGB Pro 64 GB,734.8,"4,2666","4,16",11.481,Black,12.003,16.0,2023-12-17
Crucial CT32G4DFD8266 32 GB,74.4,"4,2666","1,32",2.325,Green / Black,14.254,19.0,2023-12-17
Patriot Viper Venom RGB 32 GB,236.08,"5,7200","2,16",7.378,Black / White,11.111,40.0,2023-12-17
Mushkin Redline Lumina 64 GB,144.99,"4,3600","2,32",2.265,White,10.0,18.0,2023-12-17
Corsair Vengeance 8 GB,19.98,"4,2666","2,4",2.498,Black / Yellow,13.503,18.0,2023-12-17
TEAMGROUP Elite 32 GB,82.99,"5,5200","2,16",2.593,Black,16.154,42.0,2023-12-17
G.Skill Trident Z Royal 32 GB,229.0,"4,3600","2,16",7.156,Silver,10.0,18.0,2023-12-17
Corsair Vengeance RGB RT 16 GB,64.99,"4,3200","2,8",4.062,White / Black,10.0,16.0,2023-12-17
Silicon Power SP008GLSTU160N02 8 GB,12.99,"3,1600","1,8",1.624,Green,13.75,11.0,2023-12-17
Kingston Fury Renegade RGB 32 GB,99.98,"4,3200","2,16",3.124,Black,10.0,16.0,2023-12-17
Mushkin Redline Lumina 32 GB,69.99,"4,3600","2,16",2.187,Black,10.0,18.0,2023-12-17
Mushkin Redline 16 GB,42.67,"4,3200","2,8",2.667,White,10.0,16.0,2023-12-17
Crucial CT16G4DFRA266 16 GB,41.9,"4,2666","1,16",2.619,Green,14.254,19.0,2023-12-17
Corsair XMS2 4 GB,114.99,"2,800","2,2",28.747,Black / Blue,12.5,5.0,2023-12-17
G.Skill Ripjaws 4 8 GB,32.63,"4,2400","2,4",4.079,Red,12.5,15.0,2023-12-17
Corsair CMV4GX3M1A1600C11 4 GB,24.99,"3,1600","1,4",6.247,Green,13.75,11.0,2023-12-17
G.Skill Ripjaws 4 16 GB,48.2,"4,2400","2,8",3.013,Red,12.5,15.0,2023-12-17
G.Skill Aegis 16 GB,85.0,"4,2400","2,8",5.312,Black / Red,12.5,15.0,2023-12-17
G.Skill Ripjaws S5 64 GB,179.99,"5,5600","2,32",2.812,White,12.857,36.0,2023-12-17
G.Skill Trident Z5 RGB 64 GB,198.99,"5,5600","2,32",3.109,Black,12.857,36.0,2023-12-17
Kingston FURY Beast 128 GB,326.89,"4,3600","4,32",2.554,Black,10.0,18.0,2023-12-17
Kingston FURY Renegade 8 GB,49.99,"4,3200","1,8",6.249,Black,10.0,16.0,2023-12-17
Crucial CT2K16G4DFD8213 32 GB,99.99,"4,2133","2,16",3.125,Black / Green,14.065,15.0,2023-12-17
G.Skill Ripjaws V 16 GB,185.18,"4,2800","2,8",11.574,Black,11.429,16.0,2023-12-17
Crucial CT3KIT51264BA160B 12 GB,37.85,"3,1600","3,4",3.154,Black / Green,13.75,11.0,2023-12-17
G.Skill Ripjaws V 128 GB,506.09,"4,3200","4,32",3.954,Red,8.75,14.0,2023-12-17
PNY XLR8 Gaming EPIC-X RGB 16 GB,69.98,"4,4000","2,8",4.374,Black,9.0,18.0,2023-12-17
TEAMGROUP Elite 8 GB,21.77,"3,1600","1,8",2.721,Black,13.75,11.0,2023-12-17
TEAMGROUP T-Force Xtreem ARGB 32 GB,142.49,"4,4000","2,16",4.453,,9.0,18.0,2023-12-17
Corsair Vengeance RGB Pro 16 GB,64.99,"4,3200","2,8",4.062,Black,10.0,16.0,2023-12-17
Samsung M471A4G43MB1 32 GB,100.0,"4,2666","1,32",3.125,Green / Black,14.254,19.0,2023-12-17
G.Skill Trident Z Royal 64 GB,169.99,"4,3600","2,32",2.656,Gold,10.0,18.0,2023-12-17
Corsair Dominator Platinum RGB 16 GB,81.95,"4,3600","2,8",5.122,Black,10.0,18.0,2023-12-17
Mushkin Redline Lumina 64 GB,198.69,"4,3200","2,32",3.105,Black,8.75,14.0,2023-12-17
G.Skill Ripjaws 16 GB,36.99,"4,2400","2,8",2.312,Black,13.333,16.0,2023-12-17
Mushkin Redline 32 GB,144.99,"4,3200","2,16",4.531,White,8.75,14.0,2023-12-17
Kingston KCP421NS8/8 8 GB,24.0,"4,2133","1,8",3.0,Black / Green,14.065,15.0,2023-12-17
G.Skill NT 8 GB,59.0,"4,2400","2,4",7.375,Black,12.5,15.0,2023-12-17
Corsair Vengeance LED 32 GB,179.99,"4,2666","2,16",5.625,Black / White,12.003,16.0,2023-12-17
